2.55825694	9.600000143	4.683625688	0.165279887	0.148792776	0.110972171	0.157647059	0.274910033
5.051806753	92.05000137	7.916297554	0.37997527	1.502510407	1.197847379	0.58437284	2.923023224
4.914038489	57.60000086	7.282508258	0.164961814	0.888137793	0.65044474	0.573960153	1.520666599
6.503417289	145.7000022	8.523279192	0.307241748	2.168943392	1.519340034	0.794572966	3.592421532
6.428075891	130.3500019	8.369317106	0.343558827	1.968774043	1.412846241	0.812885318	3.440317392
4.817929807	62.80000094	7.502402823	0.273467216	1.0287422	0.772268287	0.51925794	1.929306269
5.85737228	109.8000016	8.221326944	0.243441291	1.662981414	1.170074521	0.711230199	2.769260883
6.736143384	263.4000039	9.570381664	0.386479336	4.330774019	3.182555416	0.793772287	7.779863358
5.687980791	126.9500019	8.446733679	0.344544444	2.076520971	1.348986664	0.670385165	3.206109047
5.27522671	52.05000078	7.132002412	0.133537214	0.810081599	0.547811837	0.597151205	1.264737606
6.485166148	166.4000025	8.788473386	0.337016386	2.511656904	1.65644188	0.802814572	3.737440586
4.094275104	29.95000045	6.513654538	0.123477973	0.490059238	0.331410588	0.457109292	0.825080633

