5.408249968	78.10000116	7.68311397	0.207149048	1.132457615	0.800181685	0.631558642	1.898927927
4.93164921	47.40000071	6.918284505	0.164707407	0.717533648	0.514102533	0.5638	1.27814436
4.670624399	33.7500005	6.490103651	0.079343066	0.508675992	0.326416371	0.539846084	0.764612675
2.244635496	5.500000082	3.625992785	0.120779485	0.093208127	0.066485125	0.163194444	0.143050015
2.273611274	7.600000113	4.375330473	0.166032625	0.12105241	0.087289351	0.2102	0.210594952
2.639215342	11.45000017	4.792243068	0.180993287	0.172478349	0.128829321	0.153635117	0.321444988
5.272283239	80.7500012	7.835933455	0.267561599	1.256837939	0.921688901	0.626158372	2.216310263
4.695110729	62.85000094	7.318375623	0.3153214	0.976002026	0.748367185	0.510192744	1.863274574
4.841980017	50.40000075	7.162613215	0.216680068	0.841726808	0.618581849	0.574556327	1.545152187
6.336243156	140.2000021	8.556004489	0.373940005	2.172170329	1.471564286	0.759588819	3.504073143
4.786366514	53.4500008	7.03243538	0.356896987	0.88872101	0.691451518	0.548674959	1.694945216
5.174849307	89.15000133	7.877388683	0.315071717	1.407561404	0.952908071	0.549141599	2.29206872
4.531947706	33.95000051	6.572717498	0.146132931	0.540870149	0.390472194	0.573890614	0.968780518
4.922304605	46.45000069	6.891300949	0.141285721	0.683808759	0.46908757	0.595335277	1.062017441
5.224088357	72.25000108	7.458000202	0.281221833	1.086349242	0.821422984	0.602151814	1.794827461
4.710256708	40.90000061	6.721134556	0.178156295	0.670922802	0.513450396	0.488410441	1.208634377
4.140305676	40.90000061	6.864707818	0.187842285	0.632678077	0.420607159	0.395712277	1.001534224
4.762537158	61.35000091	7.471531844	0.255656717	0.946048067	0.664537379	0.507610446	1.577136755
4.316401301	49.10000073	7.125158766	0.237452048	0.735063897	0.486623008	0.416295133	1.199087143
6.441495628	147.5500022	8.459352311	0.246400674	2.210289241	1.653367118	0.752546401	4.10310173
5.341179962	79.60000119	7.560859744	0.168969676	1.162371542	0.837253717	0.730089796	1.974669933
5.232912029	75.95000113	7.774130974	0.239319479	1.168350005	0.792182708	0.608652415	1.898831844
5.141210841	76.65000114	7.845398385	0.231888082	1.219770848	0.828007573	0.588337415	1.988432407
